slug,canonical_key,title,starts_at,ends_at,location_name,address,city,url,image_url,category,audience,price,status,source,source_id,source_url,dedupe_key,description,tags,accessibility,raw_categories,raw_target_audience,raw_accessibility,latitude,longitude,venue_url,venue_contact,venue_extra_info,venue_schedule,venue_category,venue_district,venue_accessibility,venue_tags
vargas-llosa-e-jose-saramago,vargas-llosa-e-saramago-fundacao-jose-saramago-2026-03-26,Vargas Llosa e Saramago,2026-03-26,2026-03-26,Fundação José Saramago,"Casa dos Bicos, Rua dos Bacalhoeiros, 1100-135, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Saramago-Llosa.jpg,literatura,,free,approved,agendalx,229860,https://www.agendalx.pt/wp-json/agendalx/v1/events,14de243660789ff4d252b6c46e11f4b9c5a17314,"<span data-olk-copy-source=""MessageBody"">Conversa entre o escritor peruano Renato Cisneros e Pilar del Río sobre os universos literários de Mario Vargas Llosa e José Saramago.</span>",gratuito,,literatura,,,38.7090304,-9.1326803,http://www.josesaramago.org,218 802 040,,,"fundacao, museu",santa-maria-maior,,
um-dia-no-palacio,um-dia-no-palacio-museu-nacional-do-traje-2026-03-26,Um dia no palácio,2026-03-26,2026-03-26,Museu Nacional do Traje,"Largo Júlio de Castilho, 1600-760, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/traje.jpg,ciências,,free,approved,agendalx,232238,https://www.agendalx.pt/wp-json/agendalx/v1/events,f9fe28c52682640af048b5bd758dee115ec27e32,"<em>Um Dia no Palácio</em> é o título da conferência promovida pelo Grupo de Amigos do Museu do Traje, onde o historiador Carlos Franco propõe uma viagem aos interiores das casas da elite lisboet...","gratuito, Museologia, olisipografia",,ciências,,,38.775427,-9.164318,http://museudotraje.imc-ip.pt,217 567 620,"Terça a Domingo: 10h-18h (última entrada aconselhada - Museu 17h30 | Parque 17h) 

Encerrado ao público:  Segunda,  1 de janeiro, Domingo de Páscoa, 1 de maio, feriado municipal (13 de junho), 24 e 25 de dezembro.",,museu,lumiar,,
sobre-a-verdade-da-mentira,sobre-a-verdade-da-mentira-centro-cultural-de-belem-2026-03-26,Sobre a verdade da mentira,2026-03-26,2026-06-25,Centro Cultural de Belém,"Praça do Império, 1449-003, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/09/Antonio-de-Castro-Caeiro_20231027_32-@Matilde-Fieschi.jpg,ciências,,"a:1:{i:0;a:2:{s:5:""value"";s:2:""63"";s:11:""description"";s:21:""integral/ 10 sessões"";}}",approved,agendalx,221634,https://www.agendalx.pt/wp-json/agendalx/v1/events,cdcae6852281ec6f38ab361c3d427dcc444dd249,"António Castro Caeiro volta a programar no CCB um ciclo de conversas, desta vez com o tema <em>Sobre a Verdade da Mentira</em>. Ao todo são 10 conversas espalhadas entre outubro de 2025 e junho de 2...","filosofia, pensamento",,ciências,,,38.696435,-9.208603,http://www.ccb.pt,213 612 400,,,centro-cultural,belem,,
para-que-serve-um-museu-nacional,para-que-serve-um-museu-nacional-broteria-2026-03-26,Para que serve um museu (nacional)?,2026-03-26,2026-03-26,Brotéria,"Rua de S. Pedro de Alcântara, 3, 1250-237, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/PHOTO_Filipa-Oliveira.jpg,"artes, ciências",,free,approved,agendalx,232223,https://www.agendalx.pt/wp-json/agendalx/v1/events,8608f345535b4af669c12ff3c47775141b93f2b2,"Inserido no ciclo <em>Eutopos</em>, uma conversa dedicada à museologia, com o título '<em>Para que serve um museu (nacional)? - Qual é o papel de um museu na sociedade atual? Como é que coleciona,...","curadoria, gratuito, Museologia",,"artes, ciências",,,38.714418,-9.144191,www.broteria.org,213 961 660,hello@broteria.org,,galeria,,,
kumina,kumina-teatro-do-bairro-alto-2026-03-26,Kumina,2026-03-26,2026-03-29,Teatro do Bairro Alto,"Rua Tenente Raúl Cascais 1A, 1250-268, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/12/kumina.jpg,teatro,,"a:1:{i:0;a:2:{s:5:""value"";s:2:""12"";s:11:""description"";s:41:""preço normal (ver descontos aplicáveis)"";}}",approved,agendalx,227897,https://www.agendalx.pt/wp-json/agendalx/v1/events,b1ef206639ca7d3b791f2774a5f52f5af0fcbf64,"<em>Kumina</em> é um solo performativo onde se interroga a história íntima e universal ligada ao desenraizamento, bem como a relação complexa entre os continentes africano e europeu. Puxando o fi...",,,teatro,,,38.718,-9.154061,www.teatrodobairroalto.pt,,,,teatro,santo-antonio,,
lee-ritenour-friends,lee-ritenour-and-friends-centro-cultural-de-belem-2026-03-26,Lee Ritenour & Friends,2026-03-26,2026-03-26,Centro Cultural de Belém,"Praça do Império, 1449-003, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/lee-ritenour.png,música,,"a:1:{i:0;a:1:{s:5:""value"";s:11:""20 € a 35"";}}",approved,agendalx,231146,https://www.agendalx.pt/wp-json/agendalx/v1/events,91441b4a164e056685bbe6f870663c916bf61f8a,"<p data-start=""312"" data-end=""647"" data-olk-copy-source=""MessageBody"">Com uma carreira que atravessa cinco décadas, o lendário guitarrista Lee Ritenour empurrou continuamente os limites da música,...",guitarra,,música,,,38.696435,-9.208603,http://www.ccb.pt,213 612 400,,,centro-cultural,belem,,
concerto-de-aranjuez,concerto-de-aranjuez-fundacao-calouste-gulbenkian-2026-03-26,Concerto de Aranjuez,2026-03-26,2026-03-27,Fundação Calouste Gulbenkian,"Avenida de Berna, 45A, 1050-078, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Pablo-Sainz-Villegas.jpg,música,,"a:1:{i:0;a:1:{s:5:""value"";s:11:""27 € a 55"";}}",approved,agendalx,231636,https://www.agendalx.pt/wp-json/agendalx/v1/events,6cd9f634a4619b5f05eeb3412b29f487b4bf0868,"Apontado pela imprensa internacional como o sucessor do mítico Andrés Segovia, Pablo Sainz Villegas é hoje um destacado concertista a divulgar o repertório para guitarra. Nesta sua apresentação...",guitarra,,música,,,38.7380413,-9.1550827,http://www.gulbenkian.pt,217 823 000,,,"fundacao, museu, biblioteca, auditorio",avenidas-novas,,
maro-6,maro-coliseu-dos-recreios-2026-03-26,Maro,2026-03-26,2026-03-26,Coliseu dos Recreios,"Rua das Portas de Santo Antão, 96, 1150-269 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/maro.jpeg,música,,"a:1:{i:0;a:1:{s:5:""value"";s:2:""32"";}}",approved,agendalx,229594,https://www.agendalx.pt/wp-json/agendalx/v1/events,d28d5e0a6e16267803ca83ea7f18bc4381e49f6c,"Depois de se formar na Berklee College of Music, <span class=""markx9zyh4e9s"" data-markjs=""true"" data-ogac="""" data-ogab="""" data-ogsc="""" data-ogsb="""">Maro i</span>niciou a sua carreira em 2018 com o lan...",,,música,,,38.716506,-9.140548,www.coliseulisboa.com,+351 213 240 585,,"↓
Atendimento e bilheteiras das 13h00 às 19:00 de segunda a sexta.
Dias de espectáculo abertura 13h00, encerramento 30 minutos após o início do mesmo.",auditorio,santa-maria-maior,,
hornfuckers,hornfuckers-culturgest-2026-03-26,Hornfuckers,2026-03-26,2026-03-28,Culturgest,"Rua Arco do Cego, 50, 1000-020, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/hornfuckers.jpg,dança,,"a:1:{i:0;a:2:{s:5:""value"";s:2:""16"";s:11:""description"";s:20:""normal com descontos"";}}",approved,agendalx,231882,https://www.agendalx.pt/wp-json/agendalx/v1/events,82f53e17aafdf508530ad65a0b436d0adc2de2d5,"Diana Niepce é autora de obras que interrogam a existência de normas para o corpo humano, na sociedade e em palco. Espetáculos como <em>Anda, Diana</em> e <em>O Outro Lado da Dança</em> colocaram...",,,dança,,,38.740896,-9.142813,http://www.culturgest.pt,217 905 454,,,"auditorio, museu",avenidas-novas,,
alex-dalva-e-rita-onofre,alex-d-alva-e-rita-onofre-luxfragil-2026-03-26,Alex D'Alva e Rita Onofre,2026-03-26,2026-03-26,LuxFrágil,"Av. Infante D. Henrique, Armazém A, Cais da Pedra a Sta. Apolónia, 1950-376, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/alex-e-rita-onofre.jpg,música,,"a:1:{i:0;a:1:{s:5:""value"";s:2:""15"";}}",approved,agendalx,229569,https://www.agendalx.pt/wp-json/agendalx/v1/events,52bdf50dc40ab0c2caa923e14fe4517962ec495e,"Recentemente, Alex D’Alva Teixeira lançou o EP <em>Livre</em>, um trabalho que celebra a liberdade enquanto força criativa. São sete canções que exploram a eletrónica como um território de de...","alternativa, música portuguesa",,música,,,38.714903,-9.120645,https://www.luxfragil.com/,218 820 890,,,,,,
celso,celso-casa-capitao-2026-03-26,Celso,2026-03-26,2026-03-26,Casa Capitão,"Rua do Grilo, 119, 1950-144, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/celso.png,música,,"a:1:{i:0;a:1:{s:5:""value"";s:5:""11,92"";}}",approved,agendalx,231066,https://www.agendalx.pt/wp-json/agendalx/v1/events,a53b51ddf7ee3264ab45e4c3a14ce0a619f80cea,"Os Celso lançaram, em fevereiro passado, o segundo trabalho de originais, <em>Indiecorno</em>. O sucessor de <em>Não se brinca com coisas sérias</em> (2021) é um álbum sobre caos geracional. Esc...","alternativa, música portuguesa",,música,,,38.730887,-9.10728,https://casa-capitao.com,,,,centro-cultural,,,
blaya-3,blaya-b-leza-2026-03-26,Blaya,2026-03-26,2026-03-26,B.Leza,"Cais da Ribeira Nova, Armazém B, 1200-109, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/blaya.png,música,,"a:1:{i:0;a:1:{s:5:""value"";s:2:""12"";}}",approved,agendalx,232468,https://www.agendalx.pt/wp-json/agendalx/v1/events,dd19dae888b5702f9a1ac87d1eb66321231cad3c,"<p class=""x_gmail-""><span data-olk-copy-source=""MessageBody"">Blaya lançou, recentemente, </span><em>No Meu Tempo de Escola</em>, um tema especial em colaboração com o seu marido, o músico João Ba...","eletrónica, rap",,música,,,38.705579,-9.147251,https://www.facebook.com/BlezaClube/,210 106 837,,,,,,
luzes-na-caverna-x,luzes-na-caverna-x-prosa-plataforma-cultural-2026-03-27,Luzes na Caverna X,2026-03-27,2026-03-27,Prosa - Plataforma Cultural,"Rua Alves Torgo, 8, 1000-033 Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/do_the_right_thing.webp,cinema,,"a:1:{i:0;a:1:{s:11:""description"";s:32:""Gratuito. Donativo sugerido 3€"";}}",approved,agendalx,231475,https://www.agendalx.pt/wp-json/agendalx/v1/events,d441853a489a1d33c2e59531be644e0e1f8c0a55,"O ciclo <em>Luzes na Caverna</em>, ""onde a filosofia da imagem se torna prática"", continua com uma obra de Spike Lee. <em>Não dês bronca, </em>o filme exibido, faz um retrato do que é a tensão ra...","ciclo, conversa",,cinema,,,38.732537,-9.135956,https://prosacultural.org/,917 49 89 89 / 936 36 84 50,prosa@prosacultural.org,"De segunda a sexta-feira, das 09h às 18h | Outros horários: por agendamento.",,,,
vitor-franco-2,vitor-franco-biblioteca-orlando-ribeiro-2026-03-27,Vítor Franco,2026-03-27,2026-04-17,Biblioteca Orlando Ribeiro,"Antigo Solar da Nora, Estrada de Telheiras 146, 1600-772 Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Expo_Acreditar.jpg,artes,,free,approved,agendalx,231522,https://www.agendalx.pt/wp-json/agendalx/v1/events,74b7335b65e3a3dc96fbaff8529fc47523e956a7,"Vitor Franco, natural de Portalegre, nasceu em janeiro de 1947. A sua paixão pelas artes despertou ainda na Escola Secundária Pedro de Santarém, onde os professores de desenho e trabalhos manuais o...","aguarela, gratuito, pintura",,artes,,,0,0,https://blx.cm-lisboa.pt/,218 172 660,bib.oribeiro@cm-lisboa.pt,,biblioteca,,,
estelle-valente-2,estelle-valente-sao-luiz-teatro-municipal-2026-03-27,Estelle Valente,2026-03-27,2026-07-19,São Luiz Teatro Municipal,"Rua António Maria Cardoso, 38, 1200-026, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/perfil-perdido-marco-martins-2020-20-2000x1333-1.jpg,artes,,free,approved,agendalx,232108,https://www.agendalx.pt/wp-json/agendalx/v1/events,b323ed59564f1a30b531e659b27dcbac454b26a5,"Em setembro de 2025, assinalou-se uma década desde que Estelle Valente iniciou o seu trabalho no Teatro São Luiz. O que começou de forma intuitiva evoluiu para uma relação contínua e profunda co...","fotografia, gratuito",,artes,,,38.7089341,-9.1424961,http://www.teatrosaoluiz.pt,213 257 640,,,teatro,misericordia,,
japao-festas-e-rituais-3,japao-festas-e-rituais-museu-do-oriente-2026-03-27,Japão: Festas e Rituais,2026-03-27,2026-03-27,Museu do Oriente,"Avenida Brasília, Doca de Alcântara, 1350-279, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2024/01/a2cfb316e0576ac797e16e5d9cdfdaf58abb829a.jpg,visitas guiadas,,"a:1:{i:0;a:1:{s:5:""value"";s:1:""6"";}}",approved,agendalx,184471,https://www.agendalx.pt/wp-json/agendalx/v1/events,e24e32d917014b98a5c5f05117e599a66c611eb7,"Ao longo do ano, realizam-se no Japão inúmeras festas e rituais tradicionais de natureza religiosa, de grande importância social e cultural. Com momentos cerimoniais solenes e outros de puro divert...",,,visitas guiadas,,,38.702868,-9.170792,https://www.foriente.pt/,213 585 200,,,museu,alcantara,,
alvorada,alvorada-casa-do-concelho-de-ponte-de-lima-2026-03-27,Alvorada,2026-03-27,2026-05-22,Casa do Concelho de Ponte de Lima,"Rua de Campolide, 316, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Alvorada.jpg,stand up comedy,,"a:1:{i:0;a:1:{s:5:""value"";s:1:""8"";}}",approved,agendalx,230609,https://www.agendalx.pt/wp-json/agendalx/v1/events,e4b50ef7587cab8c53ac9a036c8a7800721b0855,"<div data-olk-copy-source=""MessageBody""><em>Prepara-te para as noites mais hilariantes de Lisboa! O Alvorada Comedy Club invade a cidade </em><em>com stand-up comedy.</em></div> <div><em>Num ambiente...",,,stand up comedy,,,38.736456,-9.166031,,,,,associacao,campolide,,
evita,evita-capitolio-2026-03-27,Evita,2026-03-27,2026-06-28,Capitólio,"Parque Mayer, 1250-096, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Evita.jpg,teatro,,"a:1:{i:0;a:2:{s:5:""value"";s:11:""25 € a 35"";s:11:""description"";s:41:""preço normal (ver descontos aplicáveis)"";}}",approved,agendalx,230101,https://www.agendalx.pt/wp-json/agendalx/v1/events,b8b13dc2bbdf6950191579d63695ded7f556d309,"A peça narra, em formato de ópera-rock, a ascensão e queda de Eva Perón, a carismática e controversa primeira-dama da Argentina. Passado nas décadas de 1930 e 1940, o musical acompanha a trajet?...",teatro musical,,teatro,,,38.718971,-9.146289,www.egeac.pt/capitolio,211 385 340,,,auditorio,santo-antonio,,
descoberta-das-orquideas-silvestres,descoberta-das-orquideas-silvestres-parque-florestal-de-monsanto-centro-de-interpretacao-de-monsanto-2026-03-27,Descoberta das Orquídeas Silvestres,2026-03-27,2026-03-27,Parque Florestal de Monsanto - Centro de Interpretação de Monsanto,"Estrada do Barcal, Monte das Perdizes, 1500, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/ophrys_apifera_150509_3932.jpg,visitas guiadas,,free,approved,agendalx,232352,https://www.agendalx.pt/wp-json/agendalx/v1/events,04d3ae31d7a3aee7a2cdeaf31d3a3feb27bef56f,"Percurso guiado à descoberta da beleza delicada das orquídeas silvestres que florescem nos trilhos. Um momento de observação, aprendizagem e contacto direto com a natureza, onde cada detalhe re...","ar livre, gratuito",,visitas guiadas,,,38.7397004,-9.1839561,http://www.cm-lisboa.pt,218 170 200,,,,sao-domingos-de-benfica,,
mercado-do-chocolate,mercado-do-chocolate-posto-de-informacao-e-promocao-turistica-da-madeira-2026-03-27,Mercado do Chocolate,2026-03-27,2026-03-27,Posto de Informação e Promoção Turística da Madeira,"Rua Nova do Almada, 55 e 57, 1200-288, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Madeira-Web-72-1.jpg,feiras,,,approved,agendalx,232169,https://www.agendalx.pt/wp-json/agendalx/v1/events,dce3a9bfba1a528488e3c009f5b1ae52ff2846d8,"No dia 27 de março, o Posto de Informação e Promoção Turística da Madeira, em Lisboa, recebe o Mercado do Chocolate – uma iniciativa dedicada ao chocolate artesanal produzido na Madeira, inspi...",,,feiras,,,0,0,,924 765 221,,,,,,
227766,filodemo-sala-estudio-valentim-de-barros-2026-03-27,Filodemo,2026-03-27,2026-04-18,Sala Estúdio Valentim de Barros,"Rua Gomes Freire, 161, 1150-176, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Filodemo_075_med_FilipeFerreira_TNDMII.jpg,teatro,,"a:1:{i:0;a:2:{s:5:""value"";s:2:""12"";s:11:""description"";s:41:""preço normal (ver descontos aplicáveis)"";}}",approved,agendalx,227766,https://www.agendalx.pt/wp-json/agendalx/v1/events,47bf7cd825ed1ef61959c0a0ac4f00b5745f70ba,"<i data-olk-copy-source=""MessageBody"">Filodemo </i>é uma comédia pastoril situada num mundo rural idealizado, habitado por pastores e ninfas que vivem amores ingénuos, feitos de enganos e revelaç...","língua gestual portuguesa, Luís Vaz de Camões, Pedro Penim",,teatro,,,38.727027,-9.14171,https://largoresidencias.com/jardinsdobombarda/,,,,teatro,,,
oscar-e-a-senhora-cor-de-rosa,oscar-e-a-senhora-cor-de-rosa-museu-do-fado-2026-03-27,Oscar e a Senhora Cor-de-Rosa,2026-03-27,2026-04-10,Museu do Fado,"Largo do Chafariz de Dentro, 1, 1100-575, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/lidia-francojsilveirar.jpg,teatro,,"a:1:{i:0;a:1:{s:5:""value"";s:1:""5"";}}",approved,agendalx,232826,https://www.agendalx.pt/wp-json/agendalx/v1/events,291cc005871bbd39a618c6f34c653837698a421b,A amizade incondicional entre uma criança de dez anos com leucemia e a voluntária que todos os dias o visita no hospital. Os dois inventam um jogo: viver cada dia como se este durasse dez anos. Dest...,"Dia Mundial do Teatro, Eric-Emmanuel Schmitt",,teatro,,,38.7111424,-9.1280603,http://www.museudofado.pt,218 823 470,,,museu,santa-maria-maior,,
sessoes-nimas-fora-de-horas,sessoes-nimas-fora-de-horas-exit-8-de-genki-kawamura-cinema-nimas-2026-03-27,"Sessões Nimas Fora de Horas: 'Exit 8', de Genki Kawamura",2026-03-27,2026-03-27,Cinema Nimas,"Avenida 5 de Outubro 42B, 1050-053, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/サブ⑧-scaled.jpg,cinema,,,approved,agendalx,232694,https://www.agendalx.pt/wp-json/agendalx/v1/events,2834722db8b05ab27f94483fce593b2bbeb817cf,"O <em>MOTELX</em>, em parceria com a plataforma de <em>streaming</em> FilmTwist (<span data-olk-copy-source=""MessageBody"">dedicada exclusivamente ao cinema fantástico e de terror)</span>, <span data...","ciclo, Motelx, sessão especial, terror",,cinema,,,38.735721,-9.147266,medeiafilmes.com,213 574 362,espaconimas@gmail.com,,cinema,campo-grande,,
diogo-pimentao-3,diogo-pimentao-fundacao-calouste-gulbenkian-centro-de-arte-moderna-2026-03-28,Diogo Pimentão,2026-03-28,2026-09-14,Fundação Calouste Gulbenkian - Centro de Arte Moderna,"Rua Doutor Nicolau Bettencourt, 1050-078, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/foto-Rebecca-Fanuele-Imagem-principal-de-evento-1.jpg,artes,,,approved,agendalx,232050,https://www.agendalx.pt/wp-json/agendalx/v1/events,bd6504c9102972fe11d331b6fcfc3bce31d5fe5d,"<div> A prática e a redefinição do desenho são o eixo central do trabalho de Diogo Pimentão. Utilizando principalmente papel e grafite, por vezes em combinação com cimento, gesso acrílico o...","desenho, performance, vídeo",,artes,,,38.735405,-9.154091,https://gulbenkian.pt/cam/,,,,museu,avenidas-novas,,
hora-do-planeta-natureza-poesia-e-partilha,hora-do-planeta-natureza-poesia-e-partilha-parque-florestal-de-monsanto-centro-de-interpretacao-de-monsanto-2026-03-28,"Hora do Planeta - Natureza, Poesia e Partilha",2026-03-28,2026-03-28,Parque Florestal de Monsanto - Centro de Interpretação de Monsanto,"Estrada do Barcal, Monte das Perdizes, 1500, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Parque-Florestal-Monsanto_LVT1505-scaled-1.jpg,visitas guiadas,,free,approved,agendalx,232359,https://www.agendalx.pt/wp-json/agendalx/v1/events,0edf23b3b7ce3180c67581d576fafa202fdf09c9,"Caminhada noturna pelo Parque onde a tranquilidade da noite se transforma numa oportunidade de comunhão com a natureza. No início, pequenos apontamentos de poesia despertam a imaginação e convi...","ar livre, gratuito",,visitas guiadas,,,38.7397004,-9.1839561,http://www.cm-lisboa.pt,218 170 200,,,,sao-domingos-de-benfica,,
ana-ferreira-e-livre-corte-hernan-badilla,ana-ferreira-e-livre-corte-hernan-badilla-espaco-imperfeito-2026-03-28,Ana Ferreira e Livre Corte (Hérnan Badilla),2026-03-28,2026-04-18,Espaço Imperfeito,"Rua Coronel Luna de Oliveira, 2 A, 1900-167, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/20230830_205711-scaled.jpg,artes,,,approved,agendalx,232705,https://www.agendalx.pt/wp-json/agendalx/v1/events,6e91573062492b8f6cb3344475cad317e4aa008b,"A residência artística <em>Do Quotidiano ao Infinito</em> promove a colaboração entre a fotógrafa Ana Ferreira e o colagista Livre Corte (Hérnan Badilla), explorando a fusão entre fotografia e...","colagem, coletiva, fotografia",,artes,,,38.735639,-9.128358,www.facebook.com/EspacoImperfeito,,espacoimperfeito@gmail.com,,galeria,,,
visitas-guiadas-ao-teatro-sao-luiz,visitas-guiadas-ao-teatro-sao-luiz-sao-luiz-teatro-municipal-2026-03-28,Visitas guiadas ao Teatro São Luiz,2026-03-28,2026-07-11,São Luiz Teatro Municipal,"Rua António Maria Cardoso, 38, 1200-026, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2019/10/SaoLuiz.jpg,visitas guiadas,,"a:1:{i:0;a:1:{s:5:""value"";s:1:""2"";}}",approved,agendalx,20484,https://www.agendalx.pt/wp-json/agendalx/v1/events,c86706593c3e499ffbcda720097c951f93efe8fc,"Visitas guiadas ao Teatro São Luiz, pela mão de quem aí trabalha. Percurso pelas salas e bastidores, para conhecer os cantos à casa e as histórias que aqui vivem e de quem por cá passou. 18 o...",,,visitas guiadas,,,38.7089341,-9.1424961,http://www.teatrosaoluiz.pt,213 257 640,,,teatro,misericordia,,
a-saude-nas-aventuras-de-asterix-e-panoramix-no-museu-da-farmacia,a-saude-nas-aventuras-de-asterix-e-panoramix-no-museu-da-farmacia-museu-da-farmacia-2026-03-28,A Saúde nas Aventuras de Astérix e Panoramix no Museu da Farmácia,2026-03-28,2026-03-28,Museu da Farmácia,"Rua Marechal Saldanha, 1, 1249-069, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/02/asterix.jpg,visitas guiadas,,"a:2:{i:0;a:1:{s:5:""value"";s:1:""9"";}i:1;a:2:{s:5:""value"";s:1:""6"";s:11:""description"";s:9:""estudante"";}}",approved,agendalx,207548,https://www.agendalx.pt/wp-json/agendalx/v1/events,a8c7b77645efdded2e5eeafbdcf305c47509c66d,"Astérix e Panoramix são personagens icónicas das histórias aos quadrinhos criadas por René Goscinny (1926-1977) e Albert Uderzo (1927-2020), que exploram a vida de um pequeno povo gaulês que res...",,,visitas guiadas,,,38.7100709,-9.1471278,http://www.museudafarmacia.pt,213 400 600,,,museu,misericordia,,
monte-santo-uma-viagem-ao-parque-florestal-de-monsanto,monte-santo-uma-viagem-ao-parque-florestal-de-monsanto-parque-florestal-de-monsanto-centro-de-interpretacao-de-monsanto-2026-03-28,Monte Santo: Uma viagem ao Parque Florestal de Monsanto,2026-03-28,2026-03-28,Parque Florestal de Monsanto - Centro de Interpretação de Monsanto,"Estrada do Barcal, Monte das Perdizes, 1500, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/janeiro_em_monsanto.webp,"cinema, visitas guiadas",,free,approved,agendalx,228408,https://www.agendalx.pt/wp-json/agendalx/v1/events,95c74ebefcae22149344bea18fe36d4a1b5f8745,"Comece a experiência com uma visita guiada à exposição <em>9 Décadas do Parque Florestal de Monsanto</em>, onde descobrirá como uma serra quase despida de árvores se transformou, ao longo de qu...",gratuito,,"cinema, visitas guiadas",,,38.7397004,-9.1839561,http://www.cm-lisboa.pt,218 170 200,,,,sao-domingos-de-benfica,,
visita-ao-museu-geologico,visita-ao-museu-geologico-museu-geologico-lneg-ip-2026-03-28,Visita ao Museu Geológico,2026-03-28,2026-03-28,"Museu Geológico - LNEG, IP","Rua da Academia das Ciências, 19, 1200-418, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/MUSEU_GEOLOGICO.png,visitas guiadas,,,approved,agendalx,231739,https://www.agendalx.pt/wp-json/agendalx/v1/events,b7ce8c90ed09c82a445d4b9cd3e6f95468844ec2,"Partindo de uma visita guiada às coleções do <span class=""markn7x6mrbkx"" data-markjs=""true"" data-ogac="""" data-ogab="""" data-ogsc="""" data-ogsb="""">Museu</span> Geológico, esta atividade tem como ob...",,,visitas guiadas,,,38.713187,-9.149846,http://www.lneg.pt/museugeologico,213 463 915,,,museu,misericordia,,
